"AÑO","FECHA","DIA","HORA","AREA","DIRECCION HECHO","CONTROLES DE TRANSITO","BARRIO HECHO","CLASE DE ACCIDENTE","CLASE DE SERVICIO","GRAVEDAD DEL ACCIDENTE","CLASE DE VEHICULO","Cordenada Geografica "
"2,023","2023/12/13","miercoles","23:15:00","URBANA","CARRERA 30 # 28 191","SEMAFORO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194986 4.082408)"
"2,023","2023/12/15","viernes","18:20:00","URBANA","CARRERA 30 No 7-110","NINGUNO","VIILA NUEVA","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.193988 4.086165)"
"2,023","2023/12/15","viernes","20:15:00","URBANA","CARRERA 35 CALLE 31","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","BICICLETA","POINT (-76.191311 4.078788)"
"2,023","2023/12/15","viernes","13:15:00","URBANA","CARRERA 26 con calle 26","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196965 4.08506)"
"2,023","2023/12/17","domingo","17:40:00","URBANA","TRANSVERSAL 12 FRENTE 14-06","NINGUNO","COMUNA 7","ATROPELLO","PUBLICO","CON MUERTO","MICROBUS","POINT (-76.189423 4.100123)"
"2,023","2023/12/19","martes","15:50:00","URBANA","CARRERA 33 A CALLE 19","VERTICAL","ALVERNIA","CHOQUE","PUBLICO","CON HERIDOS","CAMIONETA","POINT (-76.190531 4.08852)"
"2,023","2023/12/20","miercoles","19:40:00","URBANA","TRANSVERSAL 12 CON CALLE 25 B","NINGUNO","LOCALIDAD 12","CHOQUE","PUBLICO","CON HERIDOS","CAMIONETA","POINT (-76.206119 4.091404)"
"2,023","2023/12/22","viernes","18:30:00","URBANA","MANZANA 41 PASAJE 21 BOSQUES DE MARACAIBO","NO INFORMA","COMUNA 8","INCENDIO","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.198999 4.093048)"
"2,023","2023/12/22","viernes","05:40:00","URBANA","CARRERA 40 FRENTE AL No 28-02","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,023","2023/12/23","sabado","19:25:00","URBANA","TRANSVERSAL 20 CARRERA 20","PARE","SANTA ISABEL","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204483 4.099612)"
"2,023","2023/12/22","viernes","11:10:00","URBANA","CARRERA 35 CON CALLE 28","PARE","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.190457 4.082288)"
"2,023","2023/12/26","martes","17:40:00","URBANA","CALLE 32 CON 35","LINEA DE PARE","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.19575 4.079692)"
"2,023","2023/12/27","miercoles","22:30:00","URBANA","CARRERA 40 CON CARRERA 28","NINGUNO","LUSITANIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195616 4.066205)"
"2,023","2023/12/27","miercoles","15:30:00","URBANA","carrera 40 con calle 30","PARE","PANAMERICANO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188001 4.07837)"
"2,023","2023/12/27","miercoles","22:40:00","URBANA","CARRERA 10 con diagonal 23","NINGUNO","DIABLOS ROJOS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.207349 4.095745)"
"2,023","2023/12/30","sabado","19:30:00","URBANA","CALLE 13 carrera 40","SEMAFORO","COMUNA 3","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.17881 4.092184)"
"2,024","2024/01/03","miercoles","13:00:00","URBANA","CARRERA 27 CON CALLE 23","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.195618 4.087603)"
"2,024","2024/01/04","jueves","17:25:00","URBANA","CARRERA 30 CON CALLE 19","SEGMENTADA","VIILA NUEVA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191863 4.08948)"
"2,024","2024/01/04","jueves","22:40:00","URBANA","CARRERA 26 FRENTE 31-28","NO INFORMA","PRINCIPE","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.196965 4.08506)"
"2,024","2024/01/05","viernes","11:00:00","URBANA","CARRERA 28 A CON CALLE 18","NINGUNO","SAN ANTONIO","CHOQUE","PARTICULAR","CON MUERTO","BICICLETA","POINT (-76.193611 4.091427)"
"2,024","2024/01/06","sabado","05:45:00","URBANA","CALLE 24 CON TRANSVERSAL 10","NO INFORMA","CHIMINANGOS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.177713 4.094505)"
"2,024","2024/01/04","jueves","19:30:00","URBANA","CARRERA 27 CON CALLE 21","PARE","TOMAS URIBE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195331 4.08928)"
"2,024","2024/01/07","domingo","03:15:00","URBANA","CALLE 27 frente al No 15-81","NO INFORMA","LA ESPERANZA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191499 4.089869)"
"2,024","2024/01/09","martes","00:20:00","URBANA","CALLE 25 con carrera 24","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.198436 4.086369)"
"2,024","2024/01/09","martes","16:05:00","URBANA","CARRERA 27 CON CALLE 24","PARE","ESCOBAR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195772 4.086734)"
"2,024","2024/01/09","martes","18:00:00","URBANA","CARRERA 35 CON CALLE 33","PARE","FATIMA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191679 4.077414)"
"2,024","2024/01/03","miercoles","13:00:00","URBANA","CARRERA 27 CON CALLE 23","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.195618 4.087603)"
"2,024","2024/01/04","jueves","17:25:00","URBANA","CARRERA 30 CON CALLE 19","SEGMENTADA","VIILA NUEVA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191863 4.08948)"
"2,024","2024/01/04","jueves","22:40:00","URBANA","CARRERA 26 FRENTE 31-28","NO INFORMA","PRINCIPE","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.196965 4.08506)"
"2,024","2024/01/05","viernes","11:00:00","URBANA","CARRERA 28 A CON CALLE 18","NINGUNO","SAN ANTONIO","CHOQUE","PARTICULAR","CON MUERTO","BICICLETA","POINT (-76.193611 4.091427)"
"2,024","2024/01/06","sabado","05:45:00","URBANA","CALLE 24 CON TRANSVERSAL 10","NO INFORMA","CHIMINANGOS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.177713 4.094505)"
"2,024","2024/01/04","jueves","19:30:00","URBANA","CARRERA 27 CON CALLE 21","PARE","TOMAS URIBE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195331 4.08928)"
"2,024","2024/01/07","domingo","03:15:00","URBANA","CALLE 17 frente al No 15-81","NO INFORMA","LA ESPERANZA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191499 4.089869)"
"2,024","2024/01/09","martes","00:20:00","URBANA","CALLE 25 con carrera 24","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.198436 4.086369)"
"2,024","2024/01/09","martes","16:05:00","URBANA","CARRERA 27 CON CALLE 24","PARE","ESCOBAR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195772 4.086734)"
"2,024","2024/01/09","martes","18:00:00","URBANA","CARRERA 35 CON CALLE 33","PARE","FATIMA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191679 4.077414)"
"2,024","2024/01/19","viernes","17:52:00","URBANA","CALLE 23 CARRERA 25","PARE","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197253 4.087862)"
"2,024","2024/01/15","lunes","13:20:00","URBANA","CARRERA 27 CALLE 25","SENTIDOVIAL","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195945 4.085935)"
"2,024","2024/01/10","miercoles","17:00:00","URBANA","CARRERA 40 CALLE 27","NO INFORMA","SAN VICENTE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186514 4.08234)"
"2,024","2024/01/15","lunes","20:05:00","URBANA","CALLE 25 CARRERA 22","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199945 4.086614)"
"2,024","2024/01/11","jueves","07:15:00","URBANA","CALLE 24 CARRERA 10","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.206809 4.092774)"
"2,024","2024/01/23","martes","11:14:00","URBANA","CALLE 25 CARRERA 33","PARE","CESPEDES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191746 4.085005)"
"2,024","2024/01/24","miercoles","09:20:00","URBANA","CARRERA 18 CALLE 21","NINGUNO","ROJAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201745 4.090598)"
"2,024","2024/01/25","jueves","22:00:00","URBANA","AV PRINCIPAL AGUACLARA 27-74","NINGUNO","AGUACLARA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194236 4.104061)"
"2,024","2024/01/26","viernes","15:30:00","URBANA","CALLE 25 CARRERA 27","PARE","CENTRO","CHOQUE","PUBLICO","CON HERIDOS","CAMION","POINT (-76.195945 4.085935)"
"2,024","2024/01/27","sabado","14:00:00","URBANA","LA MARINA CERCA CASA ROJA","NINGUNO","LA MARINA","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-75.89604 3.95336)"
"2,024","2024/01/27","sabado","17:40:00","URBANA","CARRERA 22 CALE 30 A","PARE","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199406 4.081335)"
"2,024","2024/01/29","lunes","14:40:00","URBANA","CARRERA 25 CALLE 12","NINGUNO","SAJONIA","CHOQUE","PUBLICO","CON HERIDOS","AUTOMOVIL","POINT (-76.198628 4.097751)"
"2,024","2024/01/30","martes","22:05:00","URBANA","CARRERA 28A CALLE 14A","NINGUNO","LAS PALMAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.19372 4.095175)"
"2,024","2024/01/23","martes","21:49:00","URBANA","CARRERA 27 A CALLE 35","NINGUNO","AVENIDA CALI","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.196485 4.07591)"
"2,024","2024/02/01","jueves","12:10:00","URBANA","CARRERA 24 CALLE 31","NINGUNO","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199508 4.080743)"
"2,024","2024/02/03","sabado","No informa","URBANA","CALLE 26 CRA 30","NINGUNO","CESPEDES","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.194931 4.08469)"
"2,024","2024/02/03","sabado","22:45:00","URBANA","CALLE 28 CARRERA 22","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.200349 4.084129)"
"2,024","2024/02/04","domingo","20:30:00","URBANA","CALLE 27 TRANSVERSAL 12","NINGUNO","TRASVERSAL 12","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,024","2024/02/04","domingo","19:40:00","URBANA","VIA PRINCIPAL NARI„O FRENTE 21-83","NINGUNO","NARI„O","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.234876 4.091011)"
"2,024","2024/02/05","lunes","15:50:00","URBANA","CARRERA 30 CALLEJON MORALES","NINGUNO","MORALES","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.194274 4.081728)"
"2,024","2024/02/06","martes","23:10:00","URBANA","CARRERA 28A CON 18","NINGUNO","POPULAR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193337 4.102057)"
"2,024","2024/02/07","miercoles","13:20:00","URBANA","CARRERA 25 CALLE 29","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.19828 4.082701)"
"2,024","2024/02/10","sabado","23:00:00","URBANA","CARRERA 34A CALLE 32","NINGUNO","VICTORIA","CHOQUE","OFICIAL","CON HERIDOS","CAMIONETA","POINT (-76.19575 4.079692)"
"2,024","2024/02/10","sabado","06:24:00","URBANA","CARRERA 28B # 11-05","NINGUNO","EL BOSQUE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.192336 4.097842)"
"2,024","2024/02/13","martes","09:10:00","URBANA","CALLE 23 CARRERA 26","NINGUNO","TOMAS URIBE","CHOQUE","OFICIAL","SOLO DA„OS","CAMIONETA","POINT (-76.196459 4.08774)"
"2,024","2024/02/16","viernes","11:30:00","URBANA","CALLE 23 CARRERA 24","NINGUNO","ESCOBAR","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.198151 4.087986)"
"2,024","2024/02/18","domingo","14:10:00","URBANA","CARRERA 38 FRENTE AL 28A 49","NINGUNO","ENTRE RIOS","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.187319 4.086815)"
"2,024","2024/01/28","domingo","19:20:00","URBANA","CALLE 27  CARRERA 6W","NINGUNO","LAS NIEVES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204025 4.085555)"
"2,024","2024/02/05","lunes","09:40:00","URBANA","CARRERA 40 28-08","NINGUNO","PANAMERICANO","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.186849 4.081488)"
"2,024","2024/02/22","jueves","09:20:00","URBANA","CALLE 25 CARRERA 38","NINGUNO","SAN VICENTE","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.18779 4.084325)"
"2,024","2024/02/26","lunes","11:55:00","URBANA","CARRERA 27 CALLE 20A","NINGUNO","TOMAS URIBE","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.195264 4.089933)"
"2,024","2024/02/27","martes","14:20:00","URBANA","CALLE 24 CARRERA 10","NINGUNO","PORVENIR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.206809 4.092774)"
"2,024","2024/02/28","miercoles","15:32:00","URBANA","CARRERA 40 CALLE 33","NINGUNO","MIRAFLORES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189333 4.076338)"
"2,024","2024/02/27","martes","14:05:00","URBANA","VIA LOS CAIMOS FRENTE 29-23","NINGUNO","LA PAZ","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203674 4.117843)"
"2,024","2024/03/02","sabado","12:50:00","URBANA","CALLE 27 CARRERA 34","NINGUNO","FRANCISCANOS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191002 4.083259)"
"2,024","2024/03/03","domingo","20:00:00","URBANA","CALLE 25 FRENTE A LA 6W 510 TULUA","NINGUNO","LAS DELICIAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204232 4.089084)"
"2,024","2024/03/03","domingo","20:40:00","URBANA","CALLE 26 CARRERA 16","NINGUNO","LAS DELICIAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204655 4.08823)"
"2,024","2024/03/04","lunes","14:50:00","URBANA","CALLE 13 CARRERA 38C","NINGUNO","CONDOR 2","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.181317 4.09243)"
"2,024","2024/03/07","jueves","09:12:00","URBANA","CARRERA 28 A FRENTE 12B 07","NINGUNO","SAN ANTONIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193337 4.102057)"
"2,024","2024/03/09","sabado","08:00:00","URBANA","CARRERA 28 A FRENTE 12B 07","NINGUNO","SAN ANTONIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193337 4.102057)"
"2,024","2024/03/09","sabado","19:15:00","URBANA","CARRERA 23 CALLE 29","NINGUNO","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199735 4.083034)"
"2,024","2024/03/09","sabado","11:15:00","URBANA","CARRERA 22 CALLE 25","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199945 4.086614)"
"2,024","2024/03/10","domingo","04:40:00","URBANA","CARRERA 22 CALLE 22","NINGUNO","PALOBONITO","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.199472 4.089201)"
"2,024","2024/03/04","lunes","17:10:00","URBANA","CALLE 22 CRA 18","NINGUNO","ROJAS","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.201904 4.089889)"
"2,024","2024/03/10","domingo","11:00:00","URBANA","CALLE 25A 100MT CALLE 27","NINGUNO","VIA RIOFRIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204025 4.085555)"
"2,024","2024/03/10","domingo","23:30:00","URBANA","CALLE 48 CARRERA 40","NINGUNO","LOS OLIVOS LEVAPAN","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.196861 4.064075)"
"2,024","2024/03/10","domingo","20:30:00","URBANA","CARRERA 30 CALLE 29","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195107 4.081929)"
"2,024","2024/03/12","martes","11:15:00","URBANA","CALLE 41 CARRERA 26","NINGUNO","PRINCIPE","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.199323 4.071569)"
"2,024","2024/03/16","sabado","12:30:00","URBANA","CALLE 28 CARRERA 27","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196476 4.083175)"
"2,024","2024/03/17","domingo","14:50:00","URBANA","CARRERA 28A CALLE 11C","NINGUNO","SAN ANTONIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193337 4.102057)"
"2,024","2024/03/21","jueves","11:00:00","URBANA","CALLE 26 CARRERA 37","NINGUNO","ALVERNIA","CHOQUE","OFICIAL","SOLO DA„OS","AUTOMOVIL","POINT (-76.188628 4.08355)"
"2,024","2024/03/23","sabado","21:00:00","URBANA","CARRERA 24 CALLE 30","NINGUNO","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199266 4.081962)"
"2,024","2024/03/24","domingo","20:30:00","URBANA","TRASVERSAL 12 CALLE 22","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204559 4.093384)"
"2,024","2024/03/24","domingo","08:30:00","URBANA","CARRERA 22 FRENTE AL 12 12","NINGUNO","DEPARTAMENTAL","CHOQUE","PARTICULAR","DA„O BIEN INMUEBLE","CAMIONETA","POINT (-76.238416 4.093438)"
"2,024","2024/03/26","martes","17:30:00","URBANA","CARRERA 22 CALLE 5","NINGUNO","SAMAN DEL NORTE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203125 4.101202)"
"2,024","2024/03/27","miercoles","17:15:00","URBANA","CALLE 23 CARRERA 2 OESTE","NINGUNO","NUEVO FARFAN","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.213324 4.090478)"
"2,024","2024/03/30","sabado","12:55:00","URBANA","CARRERA 26 CALLE 29","NINGUNO","CENTRO","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.197407 4.082535)"
"2,024","2024/03/30","sabado","10:40:00","URBANA","ESTACION SERVICIO TERPEL","NINGUNO","SALIDA SUR","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.21572 4.08788)"
"2,024","2024/03/31","domingo","13:10:00","URBANA","CALLE 29 CRA 34","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191955 4.080715)"
"2,024","2024/03/31","domingo","20:00:00","URBANA","CARRERA 8 CALLE 26G","NINGUNO","BUENOS AIRES","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.211829 4.089254)"
"2,024","2024/03/27","miercoles","15:30:00","URBANA","CALLE 28 CARRERA 27","NINGUNO","COMUNA 5","CHOQUE","PARTICULAR","CON HERIDOS","CAMION","POINT (-76.196476 4.083175)"
"2,024","2024/03/27","miercoles","17:15:00","URBANA","CALLE 23 CARRERA 2 OESTE","NINGUNO","NUEVO FARFAN","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.213324 4.090478)"
"2,024","2023/12/22","viernes","01:40:00","URBANA","CALI ANDALUCIA KM 83+070","NINGUNO","SAN PEDRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.167375 4.168711)"
"2,024","2024/04/04","jueves","20:10:00","URBANA","TRANSVERSAL 12 CALLE 16A","NINGUNO","BOLIVAR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203692 4.094419)"
"2,024","2024/04/06","sabado","11:40:00","URBANA","CALLE 13 CARRERA 48B","NINGUNO","LA CRUZ","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.17221 4.091158)"
"2,024","2024/04/07","domingo","21:10:00","URBANA","CALLE 27 VIA RIOFRIO DIAGONAL BOMBA TERPEL","NINGUNO","VIA RIOFRIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.21572 4.08788)"
"2,024","2024/04/08","lunes","16:00:00","URBANA","CARRERA 40 CALLE 33","NINGUNO","EL RETIRO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.189333 4.076338)"
"2,024","2024/04/12","viernes","21:00:00","URBANA","CARRERA 27 CALLE 28","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196476 4.083175)"
"2,024","2024/04/14","domingo","01:00:00","URBANA","CARRERA 40 CARRERA35","NINGUNO","FATIMA","CHOQUE","PARTICULAR","CON HERIDOS","BICICLETA","POINT (-76.191615 4.072482)"
"2,024","2024/04/24","miercoles","17:10:00","URBANA","CARRERA 26 CALLE 15","NINGUNO","VIILA NUEVA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196965 4.08506)"
"2,024","2024/04/24","miercoles","10:40:00","URBANA","CALLE 26 CARRERA 31","NINGUNO","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193918 4.084542)"
"2,024","2024/04/25","jueves","17:03:00","URBANA","CARRERA 26 FRENTE 31-28","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196965 4.08506)"
"2,024","2024/04/26","viernes","12:15:00","URBANA","CALLE 24 TRANSVERSAL 10","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.177713 4.094505)"
"2,024","2024/05/01","miercoles","11:30:00","URBANA","CALLE 26 CARRERA 36","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189291 4.083663)"
"2,024","2024/05/04","sabado","16:40:00","URBANA","BARRIO LA ESPERANZA","NINGUNO","LA ESPERANZA","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.208437 4.08762)"
"2,024","2024/05/03","viernes","19:00:00","URBANA","CALLE 27 CON CARRERA 18","NINGUNO","OASIS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201362 4.09223)"
"2,024","2024/05/05","domingo","11:40:00","URBANA","TRANSVERSAL 12 CARRERA 22","NINGUNO","COMUNA 8","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.201856 4.096575)"
"2,024","2024/05/05","domingo","01:00:00","URBANA","CALLE 24 TRANSVERSAL 10","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.177713 4.094505)"
"2,024","2024/05/06","lunes","13:40:00","URBANA","CALLE 21 CARRERA 17","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.202312 4.090728)"
"2,024","2024/05/07","martes","04:50:00","URBANA","TRANSVERSAL 12 CALLE 26C","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.20948 4.088986)"
"2,024","2024/05/08","miercoles","16:30:00","URBANA","CALLE 34 CARRERA 34A","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197722 4.078181)"
"2,024","2024/05/08","miercoles","09:30:00","URBANA","CALLE 36 CARRERA 34","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193612 4.076108)"
"2,024","2024/05/09","jueves","12:50:00","URBANA","CALLE 27 CARRERA 39","NINGUNO","PANAMERICANO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.187475 4.08255)"
"2,024","2024/05/10","viernes","09:45:00","URBANA","CARRERA 27 CALLE 20A","NINGUNO","TOMAS URIBE","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.195264 4.089933)"
"2,024","2024/05/12","domingo","17:30:00","URBANA","CALLE 27 3W 156","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.205783 4.08613)"
"2,024","2024/05/15","miercoles","19:00:00","URBANA","CARRERA 40 CALLE29","NINGUNO","JAZMIN","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.187571 4.079096)"
"2,024","2024/05/16","jueves","20:00:00","URBANA","CALLE 26 CON CARRERA 23","NINGUNO","CENTRO","CHOQUE","PUBLICO","CON HERIDOS","AUTOMOVIL","POINT (-76.295131 3.522755)"
"2,024","2024/05/16","jueves","08:30:00","URBANA","TRASVERSAL 12 CRA 28 BIS","NINGUNO","CASA HUERTAS","CHOQUE","PUBLICO","CON HERIDOS","AUTOMOVIL","POINT (-76.189423 4.100123)"
"2,024","2024/05/17","viernes","12:50:00","URBANA","CARRERA 34 CALLE 28","NINGUNO","VICTORIA","CHOQUE","PUBLICO","CON HERIDOS","AUTOMOVIL","POINT (-76.191298 4.082456)"
"2,024","2024/05/18","sabado","13:45:00","URBANA","CALLE 25 CARRERA 26","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.196777 4.086061)"
